category,weight,cost
electronics,8,339.86
electronics,15,592.21
other,29,1722.67
other,38,2271.15
electronics,13,476.08
electronics,4,160.54
books,3,112.07
clothing,17,949.61
other,39,2188.14
phone,3,45.15
other,14,882.6
electronics,7,283.46
clothing,21,1201.77
clothing,16,897.36
clothing,37,2215.23
electronics,14,510.48
shoes,5,509.23
other,39,2315.48
bag,2,171.25
other,15,940.55
other,15,903.25
other,34,1902.21
other,22,1303.65
clothing,8,558.27
clothing,7,479.25
shoes,7,616.05
clothing,16,904.48
electronics,2,71.59
clothing,35,2008.8
clothing,22,1220.83
perfume,4,299.29
electronics,7,291.57
other,20,1125.92
electronics,1,36.03
clothing,26,1545.47
other,18,1014.01
other,38,2224.76
clothing,6,419.71
other,12,728.85
clothing,22,1293.93
clothing,16,888.07
shoes,7,639.04
shoes,6,531.47
electronics,7,289.95
shoes,2,201.85
electronics,15,584.25
electronics,1,39.36
laptop,6,96.2
clothing,34,2015.05
electronics,4,151.88
clothing,9,586.67
phone,2,26.53
shoes,7,656.94
clothing,15,945.62
electronics,6,260.46
shoes,1,107.54
clothing,22,1265.99
laptop,9,147.06
clothing,34,1887.07
clothing,2,132.8
clothing,19,1066.39
phone,2,32.97
clothing,35,1930.65
clothing,24,1351.02
electronics,7,246.42
shoes,2,185.61
electronics,10,414.78
electronics,10,425.58
clothing,26,1502.35
electronics,12,422.23
other,23,1360.72
other,37,2130.14
clothing,38,2219.23
clothing,37,2092.07
other,29,1644.89
clothing,28,1626.17
laptop,9,143.37
clothing,1,66.24
electronics,11,439.0
other,10,667.88
electronics,4,172.16
shoes,9,967.79
appliances,12,733.44
clothing,7,456.41
electronics,2,89.19
clothing,38,2103.66
clothing,9,604.51
clothing,13,788.32
other,23,1332.06
clothing,9,607.3
clothing,17,999.78
clothing,4,270.63
bag,2,154.39
other,5,341.8
appliances,16,1230.6
other,34,2037.82
electronics,7,306.76
clothing,29,1690.03
other,1,67.77
other,7,473.96
clothing,12,777.1
appliances,5,342.28
shoes,4,328.5
appliances,13,1059.88
electronics,14,490.91
other,5,338.13
other,32,1815.96
shoes,3,251.45
clothing,36,2128.16
other,5,342.58
electronics,15,525.09
clothing,9,629.97
perfume,2,193.91
perfume,5,473.02
phone,1,15.26
clothing,12,751.55
other,38,2209.9
perfume,5,418.65
laptop,4,53.76
clothing,10,669.86
clothing,19,1138.51
phone,2,31.21
electronics,9,333.0
shoes,9,921.17
shoes,2,205.38
phone,3,47.16
shoes,2,173.43
electronics,7,258.47
perfume,1,94.91
bag,3,197.59
clothing,11,694.18
clothing,10,696.35
laptop,5,82.89
laptop,2,30.59
electronics,7,310.01
laptop,3,39.7
bag,5,368.58
laptop,6,84.19
other,27,1486.89
phone,3,39.6
shoes,10,882.14
other,7,478.98
other,36,2029.03
phone,2,31.46
other,21,1169.88
other,37,2214.06
perfume,1,91.68
phone,1,15.89
electronics,13,497.87
phone,2,32.94
phone,3,42.65
clothing,9,586.57
shoes,8,701.34
other,26,1486.16
other,36,1996.91
clothing,40,2291.85
electronics,15,582.5
phone,3,48.93
shoes,8,723.94
other,39,2329.47
books,1,52.31
other,40,2233.2
shoes,5,475.62
electronics,8,322.66
appliances,15,872.01
appliances,6,385.3
other,13,827.87
shoes,9,943.33
other,26,1501.06
laptop,3,44.61
perfume,3,270.71
clothing,7,485.67
other,19,1097.84
other,34,1910.6
books,4,154.17
clothing,19,1063.8
shoes,7,662.24
perfume,3,239.43
electronics,1,44.11
clothing,25,1442.72
clothing,29,1704.38
bag,1,68.73
clothing,25,1412.54
other,35,2062.56
other,1,66.35
laptop,6,84.21
electronics,3,123.37
other,26,1491.23
perfume,5,391.97
appliances,14,843.68
other,3,201.41
clothing,24,1370.5
other,32,1796.2
shoes,5,474.14
clothing,5,337.67
perfume,4,391.52
bag,2,133.55
clothing,10,696.69
other,18,1055.67
clothing,13,802.56
other,22,1250.46
phone,2,26.83
phone,1,13.26
electronics,12,457.81
phone,3,40.55
other,25,1482.08
perfume,4,300.2
clothing,24,1417.38
bag,1,75.68
other,10,652.14
clothing,24,1360.91
appliances,8,511.11
other,6,395.28
clothing,8,537.67
electronics,6,238.61
appliances,1,74.1
other,40,2275.23
clothing,10,671.55
clothing,9,595.6
shoes,2,172.92
clothing,6,401.08
perfume,5,465.55
other,17,1018.99
perfume,2,197.44
shoes,5,523.81
appliances,3,215.5
other,2,136.7
phone,3,44.73
appliances,16,1300.94
electronics,5,194.57
shoes,4,346.39
shoes,8,807.69
perfume,4,297.1
electronics,9,389.96
clothing,20,1182.53
clothing,10,658.92
clothing,8,547.43
other,34,1937.72
clothing,6,407.1
clothing,40,2240.25
bag,6,460.36
appliances,17,1023.14
clothing,7,470.78
shoes,1,97.85
phone,3,49.01
other,20,1140.7
clothing,27,1581.45
other,30,1708.44
electronics,10,442.14
laptop,8,113.3
phone,3,43.62
other,33,1942.96
other,19,1110.81
laptop,7,107.5
perfume,4,298.07
clothing,20,1173.3
electronics,9,403.68
clothing,32,1906.61
phone,1,15.46
other,19,1075.54
shoes,3,268.35
electronics,4,155.65
other,5,336.74
perfume,5,444.82
shoes,3,270.08
electronics,6,220.03
clothing,16,898.05
other,24,1419.31
clothing,34,1897.96
clothing,31,1801.57
clothing,17,994.6
other,31,1771.54
other,25,1488.59
shoes,9,973.2
clothing,35,2029.63
bag,3,191.2
other,33,1821.46
other,9,599.67
clothing,31,1739.05
other,5,347.97
shoes,4,411.69
shoes,7,588.54
electronics,10,442.04
clothing,24,1382.68
laptop,4,62.14
other,7,479.34
shoes,1,85.6
other,19,1116.16
shoes,2,175.93
other,17,1001.27
clothing,8,542.93
clothing,25,1393.62
clothing,19,1060.49
other,38,2173.57
laptop,8,113.81
appliances,12,825.5
shoes,5,449.88
other,14,877.35
clothing,39,2173.67
laptop,9,147.79
clothing,8,540.03
shoes,6,637.8
clothing,16,946.66
perfume,5,456.91
appliances,6,452.84
electronics,14,548.8
electronics,1,37.92
clothing,3,202.62
shoes,5,470.57
clothing,20,1137.48
electronics,8,337.75
other,35,2063.72
shoes,9,736.92
shoes,2,174.8
shoes,9,801.3
electronics,14,491.17
appliances,17,1021.47
other,9,614.38
clothing,37,2089.97
electronics,8,343.59
electronics,4,149.36
other,15,968.08
electronics,8,333.34
appliances,19,1455.94
perfume,2,154.81
clothing,11,677.74
clothing,15,914.5
perfume,3,295.5
other,3,207.04
appliances,15,967.94
clothing,29,1703.54
clothing,8,529.99
books,5,241.71
clothing,26,1478.85
electronics,5,223.14
other,32,1827.65
other,30,1793.75
clothing,26,1451.39
other,23,1364.61
other,1,67.77
shoes,8,666.71
other,9,608.81
clothing,36,2054.87
perfume,1,90.62
perfume,2,197.04
laptop,10,139.21
clothing,38,2234.08
phone,1,14.48
perfume,5,438.69
other,35,1978.54
clothing,36,2073.92
laptop,9,121.58
clothing,17,944.69
shoes,4,351.77
electronics,4,159.54
perfume,3,291.42
shoes,6,599.61
electronics,14,549.32
other,11,701.13
shoes,1,101.95
appliances,13,959.55
shoes,7,662.77
clothing,18,1036.43
electronics,4,148.08
clothing,13,822.55
other,17,989.13
clothing,22,1254.58
electronics,12,448.69
other,36,2007.88
clothing,34,1947.3
shoes,7,667.52
other,10,680.79
bag,2,175.54
clothing,25,1460.85
shoes,8,869.27
electronics,2,70.75
other,2,138.59
other,15,953.26
laptop,6,83.83
electronics,9,385.46
clothing,27,1491.88
shoes,10,854.5
other,24,1362.2
shoes,9,949.91
phone,3,40.26
other,17,964.63
clothing,40,2203.78
clothing,37,2097.75
laptop,3,48.58
clothing,27,1527.56
clothing,26,1438.8
other,32,1867.52
clothing,26,1532.0
other,34,1936.73
other,32,1770.8
other,14,887.3
other,36,2111.22
other,14,887.98
phone,2,33.46
clothing,17,956.5
car parts,5,406.92
electronics,4,175.05
laptop,10,149.75
clothing,36,2009.75
shoes,5,445.51
clothing,32,1837.14
perfume,2,164.11
clothing,39,2334.11
clothing,32,1865.56
phone,1,13.68
other,2,130.98
clothing,5,343.98
clothing,40,2393.64
clothing,20,1194.55
electronics,1,44.32
other,12,737.5
shoes,7,758.17
books,4,176.8
electronics,13,478.17
clothing,38,2112.51
electronics,2,83.74
clothing,34,2007.97
bag,1,61.57
phone,2,28.36
laptop,6,95.91
phone,3,40.48
electronics,5,182.45
phone,3,46.99
electronics,2,82.87
other,31,1747.5
clothing,2,132.1
other,40,2260.98
appliances,13,1004.75
other,15,949.07
other,12,733.37
books,5,182.95
shoes,2,193.26
clothing,12,752.43
laptop,9,137.09
clothing,20,1108.58
clothing,12,727.68
clothing,33,1977.36
laptop,9,143.53
books,3,143.32
appliances,20,1401.13
books,1,37.53
shoes,6,561.57
other,29,1640.86
electronics,3,105.8
laptop,9,140.67
other,8,538.94
clothing,22,1314.75
other,40,2300.91
clothing,30,1765.65
shoes,4,320.67
electronics,3,105.46
shoes,7,676.49
clothing,38,2243.69
other,22,1302.83
other,36,2070.45
shoes,9,822.56
other,5,328.28
clothing,34,1948.76
other,39,2244.15
other,23,1272.75
electronics,8,353.4
perfume,5,452.14
other,14,853.33
bag,2,136.83
car parts,16,1359.7
other,32,1787.05
clothing,25,1444.29
clothing,32,1890.86
other,32,1775.78
shoes,6,556.75
electronics,13,488.61
perfume,3,257.64
shoes,9,862.73
other,25,1426.73
other,17,999.05
phone,3,47.97
other,29,1660.47
shoes,6,570.92
other,16,913.33
other,29,1669.77
appliances,11,668.57
electronics,12,425.64
electronics,5,215.56
clothing,24,1402.92
clothing,32,1816.89
clothing,1,65.53
electronics,5,219.1
shoes,9,737.87
electronics,6,229.04
perfume,5,413.09
other,2,132.72
clothing,23,1320.6
other,3,198.58
laptop,9,149.18
electronics,6,265.29
clothing,14,874.48
clothing,35,1990.16
other,26,1431.22
electronics,3,117.1
shoes,2,188.82
clothing,39,2240.54
other,34,2009.17
clothing,18,1010.81
phone,1,14.3
other,30,1759.92
clothing,18,1075.23
clothing,1,65.94
shoes,7,716.18
clothing,17,1013.21
phone,2,30.56
clothing,10,692.23
other,34,1901.66
clothing,35,2018.08
other,38,2152.34
other,13,827.0
perfume,4,342.07
other,28,1676.22
other,26,1552.17
perfume,1,91.21
clothing,9,617.92
appliances,7,441.89
phone,3,43.69
electronics,5,179.78
clothing,39,2292.92
clothing,4,267.34
shoes,10,945.68
other,5,331.14
clothing,6,410.58
clothing,32,1799.11
other,31,1787.56
phone,1,16.55
shoes,10,837.62
other,26,1557.18
other,34,1925.18
other,30,1668.63
other,31,1805.7
clothing,13,822.55
car parts,3,258.96
other,17,1013.54
other,21,1256.27
other,24,1415.61
other,31,1716.89
electronics,4,178.55
perfume,1,90.32
bag,3,244.26
shoes,3,320.76
other,12,766.81
laptop,2,28.57
shoes,9,836.48
other,28,1568.5
laptop,2,27.62
other,35,2013.6
shoes,2,198.11
bag,5,335.25
clothing,26,1531.0
appliances,7,432.05
electronics,3,111.5
clothing,30,1764.48
other,39,2212.06
electronics,9,379.49
bag,6,361.93
clothing,14,871.74
appliances,8,514.95
other,33,1835.48
other,22,1257.12
appliances,17,1314.06
laptop,2,30.8
other,5,346.62
laptop,8,112.56
phone,2,26.75
clothing,2,132.45
phone,2,26.59
clothing,3,196.8
bag,5,328.69
clothing,35,2082.32
shoes,5,421.16
other,18,1039.07
electronics,4,160.53
phone,1,14.59
other,23,1378.56
other,28,1674.53
appliances,11,795.83
shoes,1,105.1
perfume,3,236.46
electronics,8,294.24
clothing,4,272.38
electronics,4,143.28
clothing,29,1638.77
electronics,14,523.27
electronics,13,487.5
shoes,7,582.97
phone,2,29.86
clothing,6,399.76
other,34,1876.4
other,40,2392.51
electronics,5,186.62
bag,3,206.85
perfume,5,372.44
electronics,10,405.57
appliances,19,1192.24
clothing,13,809.75
car parts,4,361.4
other,24,1410.08
other,22,1261.78
clothing,40,2341.52
electronics,1,41.95
clothing,24,1348.9
clothing,3,206.1
perfume,5,350.77
bag,6,391.89
electronics,7,274.53
clothing,2,139.29
bag,2,131.33
appliances,12,900.23
phone,2,32.82
other,1,68.43
books,1,38.33
other,38,2185.42
clothing,23,1296.61
other,4,267.22
phone,3,47.47
other,11,686.59
clothing,10,668.57
perfume,5,376.41
other,6,402.29
electronics,15,576.98
other,2,131.87
other,13,788.34
clothing,35,1934.97
clothing,3,208.76
laptop,8,110.39
appliances,5,377.09
phone,1,14.13
other,8,527.19
laptop,2,28.37
electronics,15,574.91
bag,3,214.83
other,19,1056.06
shoes,4,369.75
appliances,12,815.78
other,32,1785.59
electronics,15,597.78
clothing,34,1894.16
bag,2,136.61
other,22,1306.15
electronics,6,219.08
clothing,7,469.66
other,6,400.41
electronics,8,343.61
clothing,13,835.02
laptop,4,59.54
other,18,1077.85
perfume,5,430.13
other,7,459.9
electronics,3,118.33
perfume,3,276.94
electronics,11,409.31
other,34,2010.83
laptop,3,40.52
other,22,1228.71
electronics,4,145.0
clothing,33,1902.59
clothing,28,1661.29
shoes,10,949.63
other,20,1198.22
other,33,1838.34
other,7,466.56
shoes,6,514.38
clothing,19,1103.85
electronics,5,212.04
electronics,2,79.94
perfume,3,232.86
shoes,9,733.68
electronics,11,419.39
other,27,1580.4
shoes,1,84.39
clothing,22,1259.26
clothing,27,1541.84
electronics,6,243.16
other,23,1273.29
electronics,13,516.41
laptop,5,66.95
other,22,1249.12
electronics,2,87.34
perfume,5,419.84
laptop,4,54.22
shoes,8,691.14
other,22,1262.17
other,29,1619.21
electronics,15,596.62
other,24,1397.21
electronics,3,129.86
other,8,536.49
clothing,33,1861.83
other,19,1069.09
shoes,4,324.24
other,31,1735.82
electronics,1,42.76
other,19,1097.09
perfume,3,282.42
electronics,5,209.63
electronics,5,191.63
electronics,12,477.42
other,17,947.04
appliances,4,250.23
other,9,620.74
clothing,37,2062.67
other,27,1574.17
shoes,8,755.39
clothing,22,1227.96
other,15,920.52
other,2,135.75
appliances,15,1052.86
other,17,959.78
electronics,13,519.48
clothing,20,1180.9
clothing,10,692.34
appliances,5,401.85
other,31,1814.76
other,13,821.21
phone,2,27.26
phone,1,13.84
shoes,4,399.66
other,32,1902.29
appliances,2,153.8
clothing,19,1085.87
bag,3,228.1
electronics,13,479.45
other,23,1367.96
electronics,6,231.5
perfume,3,214.97
appliances,6,447.16
bag,4,299.84
car parts,9,695.02
clothing,31,1855.37
shoes,7,619.64
other,4,268.76
electronics,13,469.64
electronics,13,459.74
clothing,38,2132.84
clothing,33,1833.51
other,4,269.68
other,6,403.67
other,24,1431.41
appliances,16,952.43
electronics,13,483.02
clothing,38,2149.11
other,15,911.16
clothing,36,2109.13
other,3,199.94
laptop,5,80.93
perfume,4,398.35
clothing,37,2200.31
bag,5,375.5
books,5,209.57
other,2,136.87
books,1,49.71
other,36,2046.13
clothing,6,407.43
clothing,24,1389.47
phone,1,16.68
clothing,26,1442.74
other,3,197.57
electronics,4,164.66
shoes,4,324.75
shoes,10,1067.99
other,32,1858.07
electronics,3,116.99
appliances,8,652.8
electronics,11,421.89
other,11,666.92
bag,1,68.01
electronics,10,397.14
clothing,20,1168.8
other,29,1721.67
electronics,13,486.85
laptop,9,129.48
other,16,950.78
shoes,5,481.63
perfume,2,179.93
shoes,9,894.48
clothing,33,1947.9
shoes,3,319.3
other,26,1442.31
other,31,1854.24
other,27,1608.29
other,2,132.16
other,36,2096.73
clothing,11,696.38
laptop,8,118.54
other,29,1656.54
electronics,11,389.19
other,6,394.61
shoes,9,857.45
other,20,1108.5
other,37,2199.7
clothing,25,1486.78
electronics,11,390.15
clothing,17,1016.78
other,40,2334.05
clothing,37,2079.63
electronics,6,269.66
clothing,21,1188.48
other,28,1609.81
other,10,692.55
clothing,18,999.9
clothing,10,693.0
electronics,13,491.14
laptop,2,30.56
phone,3,44.63
phone,2,33.47
laptop,8,118.6
other,34,1918.39
clothing,8,547.29
shoes,9,949.77
clothing,9,626.88
electronics,13,519.19
clothing,9,627.73
other,36,2029.05
other,12,779.62
appliances,8,509.94
other,15,907.22
other,36,2110.62
laptop,2,28.21
books,1,43.68
clothing,27,1516.65
other,20,1119.25
shoes,9,924.65
bag,4,334.82
electronics,1,35.72
appliances,11,884.89
other,25,1410.48
shoes,6,533.55
shoes,8,671.06
shoes,6,630.83
phone,2,31.4
electronics,9,353.46
shoes,1,103.1
perfume,3,260.66
clothing,9,619.25
appliances,16,952.74
shoes,5,410.14
electronics,10,359.72
other,27,1528.47
appliances,6,367.42
other,24,1422.3
other,17,988.55
bag,3,264.81
clothing,17,985.1
laptop,4,65.74
clothing,19,1062.99
clothing,33,1870.87
other,17,980.2
other,7,487.64
perfume,2,175.34
clothing,21,1177.54
clothing,37,2133.01
clothing,34,2034.71
other,2,134.32
phone,2,32.97
other,7,471.83
clothing,21,1240.48
perfume,5,435.72
other,35,2047.8
clothing,17,1014.44
books,2,99.58
phone,3,42.61
electronics,14,550.08
appliances,14,835.9
other,14,844.15
clothing,32,1830.66
shoes,1,89.54
laptop,4,61.31
clothing,36,2068.95
clothing,26,1538.16
clothing,33,1893.22
electronics,2,85.58
shoes,8,651.45
clothing,24,1394.12
clothing,39,2255.94
clothing,18,1021.72
other,19,1060.75
electronics,13,493.86
other,40,2394.97
electronics,6,237.52
phone,2,33.49
clothing,12,772.43
other,40,2320.4
other,8,551.97
phone,1,14.57
other,33,1916.41
phone,1,15.4
other,1,65.07
electronics,8,311.2
shoes,6,546.34
clothing,3,197.47
other,1,66.12
electronics,3,119.14
perfume,2,190.31
clothing,36,2069.76
electronics,5,182.24
other,13,819.0
phone,1,15.36
other,29,1658.69
clothing,10,688.8
clothing,16,946.25
clothing,9,626.65
other,16,920.69
laptop,4,56.92
other,27,1564.13
other,3,198.42
clothing,13,812.41
other,27,1569.66
bag,3,246.28
electronics,7,287.9
laptop,6,85.96
other,22,1273.93
other,27,1494.84
other,9,598.46
perfume,2,175.54
other,31,1746.55
shoes,3,310.94
other,21,1244.2
clothing,1,67.71
perfume,3,232.77
appliances,14,1081.39
electronics,1,42.02
other,1,65.86
other,5,330.21
laptop,4,54.15
clothing,34,1877.59
clothing,25,1441.82
other,39,2324.84
clothing,12,721.48
books,3,157.59
laptop,5,70.59
electronics,4,140.08
laptop,5,74.95
clothing,24,1365.99
other,19,1108.94
shoes,6,648.76
bag,4,295.43
other,4,272.19
perfume,5,420.06
other,10,695.88
perfume,5,381.4
clothing,10,688.58
other,26,1507.54
shoes,7,707.22
shoes,6,630.87
electronics,11,429.24
other,8,551.07
electronics,3,126.68
shoes,5,452.67
clothing,5,336.21
other,20,1112.44
electronics,1,37.37
laptop,3,40.83
clothing,15,936.16
clothing,26,1558.22
laptop,5,83.01
clothing,27,1543.9
clothing,16,892.5
clothing,31,1708.51
shoes,6,593.45
shoes,4,375.75
other,4,269.06
clothing,35,1929.3
perfume,1,73.39
other,17,986.0
clothing,29,1600.76
clothing,10,665.35
clothing,30,1683.99
clothing,18,993.51
other,8,549.67
phone,2,31.64
shoes,10,1043.56
clothing,15,942.7
perfume,5,390.76
shoes,2,170.52
other,35,2083.68
other,34,1913.44
clothing,25,1453.62
electronics,6,241.97
clothing,39,2260.33
clothing,16,904.64
bag,5,403.43
clothing,5,342.65
books,3,142.21
shoes,10,862.08
clothing,25,1386.9
electronics,9,327.14
clothing,5,326.48
other,14,899.86
car parts,15,1047.21
other,32,1853.57
clothing,39,2234.91
shoes,5,507.08
shoes,1,81.4
other,19,1067.38
appliances,12,887.78
phone,3,48.93
other,13,811.92
appliances,12,933.2
other,32,1817.99
perfume,4,293.8
perfume,1,86.82
electronics,7,285.95
clothing,1,68.73
other,21,1230.28
other,12,766.73
other,38,2189.48
shoes,3,294.73
other,9,620.36
books,4,198.1
laptop,3,40.39
clothing,28,1605.26
electronics,14,535.55
clothing,8,529.84
clothing,39,2198.04
perfume,2,195.25
other,1,65.69
electronics,2,71.35
electronics,14,519.2
electronics,14,549.19
electronics,11,435.47
other,4,274.59
perfume,2,158.68
other,26,1510.66
shoes,9,979.0
clothing,34,1893.75
other,32,1773.27
perfume,1,74.03
clothing,38,2231.5
other,25,1488.03
electronics,15,579.5
bag,1,80.5
electronics,7,262.92
electronics,13,479.81
shoes,7,764.02
other,2,136.36
bag,4,357.58
clothing,21,1201.88
bag,3,181.09
other,37,2118.13
shoes,10,972.98
phone,1,14.39
clothing,8,550.01
books,3,156.81
other,37,2060.98
appliances,15,1203.78
laptop,10,159.52
laptop,4,61.85
other,4,267.05
other,7,477.1
other,18,1070.45
perfume,5,367.73
other,31,1828.93
clothing,35,2064.61
clothing,9,614.59
shoes,8,801.92
shoes,5,429.88
electronics,5,202.74
other,39,2333.1
clothing,40,2344.19
appliances,11,831.81
shoes,5,499.93
clothing,16,924.45
other,39,2297.12
electronics,8,320.84
laptop,4,63.52
other,3,199.18
phone,3,46.25
clothing,25,1382.25
perfume,4,288.18
electronics,2,83.29
clothing,32,1886.39
clothing,6,400.61
electronics,10,430.29
electronics,4,174.93
other,3,208.02
clothing,5,332.61
clothing,36,2115.75
other,14,866.14
clothing,26,1452.07
electronics,9,374.68
laptop,9,135.76
other,16,935.84
other,22,1226.74
clothing,11,680.27
clothing,39,2207.51
shoes,9,837.43
bag,3,231.72
other,8,526.67
clothing,36,2087.37
clothing,38,2270.52
perfume,5,405.77
clothing,24,1408.95
clothing,15,921.68
electronics,3,123.1
phone,1,15.29
electronics,2,73.31
other,30,1757.02
electronics,6,248.35
appliances,1,69.53
laptop,6,84.34
shoes,8,813.6
other,4,260.79
other,31,1786.75
shoes,8,752.92
shoes,10,924.22
clothing,20,1119.63
clothing,9,628.94
shoes,4,385.31
other,21,1247.18
clothing,16,902.05
electronics,12,454.1
clothing,22,1285.83
other,3,199.01
perfume,2,158.17
perfume,4,398.6
clothing,40,2362.57
other,3,205.8
shoes,4,417.77
other,24,1434.31
other,23,1304.35
car parts,8,544.37
perfume,3,232.17
clothing,37,2076.95
clothing,35,2078.47
other,30,1746.99
books,5,246.85
electronics,6,246.46
clothing,37,2214.42
laptop,5,77.85
laptop,6,94.36
other,7,472.62
clothing,5,328.07
clothing,10,651.5
perfume,5,484.16
other,40,2294.51
clothing,18,1022.65
phone,1,13.28
clothing,1,69.03
clothing,34,1981.06
laptop,10,136.06
electronics,11,400.42
electronics,10,436.15
perfume,5,386.73
electronics,4,170.09
bag,6,482.37
electronics,6,231.97
other,21,1195.52
clothing,20,1152.02
laptop,3,41.09
clothing,21,1166.31
shoes,1,94.52
perfume,3,279.87
other,26,1445.94
clothing,6,391.94
perfume,4,349.56
other,11,686.64
other,20,1149.79
phone,2,26.67
appliances,10,677.96
other,11,710.43
clothing,12,750.27
bag,2,132.77
other,17,945.05
laptop,4,53.29
clothing,16,936.75
electronics,1,38.4
other,6,407.67
laptop,5,66.5
shoes,4,350.59
other,25,1420.63
appliances,20,1163.37
appliances,9,733.71
other,4,266.25
shoes,1,104.75
other,16,881.59
appliances,17,1383.1
perfume,1,83.22
clothing,37,2217.04
car parts,14,1258.47
clothing,13,842.35
other,5,333.59
other,6,413.1
shoes,1,80.63
appliances,6,425.38
other,7,472.47
other,26,1445.74
clothing,33,1928.16
clothing,39,2277.83
other,17,992.61
shoes,2,190.4
electronics,15,539.0
other,8,536.76
clothing,13,780.34
other,24,1431.62
shoes,1,83.86
clothing,22,1229.41
books,5,219.93
phone,1,15.16
other,28,1620.59
shoes,6,575.75
electronics,8,341.07
electronics,2,75.92
shoes,8,876.56
electronics,10,360.14
clothing,22,1289.35
clothing,20,1138.95
electronics,3,133.25
clothing,38,2266.55
perfume,1,79.33
shoes,3,312.46
electronics,15,546.54
electronics,9,357.83
clothing,8,551.64
other,6,419.43
clothing,33,1832.07
bag,6,519.25
shoes,10,871.42
electronics,10,397.57
clothing,11,687.12
other,10,680.57
clothing,8,547.93
phone,3,42.14
clothing,29,1677.44
other,3,208.11
clothing,40,2320.0
appliances,10,598.38
shoes,7,574.43
electronics,9,319.9
electronics,9,383.82
other,24,1415.77
electronics,9,358.08
clothing,35,2013.58
clothing,12,764.27
appliances,20,1192.12
clothing,25,1447.19
other,21,1229.32
bag,1,74.54
appliances,10,760.39
bag,6,526.73
electronics,2,88.87
car parts,13,962.29
clothing,10,663.72
shoes,9,854.85
shoes,2,162.83
clothing,4,264.09
electronics,15,537.84
clothing,7,477.62
other,35,1990.6
laptop,5,72.96
other,35,2093.69
other,1,69.12
shoes,3,253.73
perfume,3,248.0
other,26,1515.24
other,6,390.39
electronics,13,489.25
clothing,9,606.66
other,17,957.16
clothing,35,1958.75
other,3,206.11
phone,2,26.63
other,20,1171.18
laptop,5,79.05
shoes,10,1060.5
laptop,9,149.46
electronics,15,590.4
perfume,4,370.27
appliances,10,694.87
clothing,35,2059.69
shoes,8,785.98
other,9,626.0
clothing,29,1664.63
shoes,3,246.88
laptop,2,31.04
clothing,14,861.31
shoes,6,647.68
perfume,1,70.17
shoes,10,853.3
shoes,8,725.8
bag,2,138.1
other,30,1764.83
phone,1,14.28
other,12,732.14
other,19,1080.79
perfume,4,369.92
shoes,9,873.71
electronics,4,146.99
electronics,8,317.53
car parts,16,1338.4
laptop,5,66.85
electronics,6,218.66
shoes,4,355.17
electronics,2,78.89
phone,1,15.43
laptop,10,148.78
electronics,15,593.12
other,13,792.73
books,2,101.39
laptop,9,143.87
electronics,7,260.02
electronics,8,349.1
perfume,1,97.91
other,15,919.43
other,30,1765.51
laptop,5,76.61
clothing,40,2366.29
electronics,10,354.42
clothing,6,394.22
shoes,10,1006.82
electronics,11,421.02
clothing,13,803.82
other,20,1187.45
shoes,1,102.69
other,31,1801.1
books,1,41.34
other,24,1378.81
clothing,36,2008.59
electronics,13,497.77
appliances,19,1516.51
other,37,2170.31
electronics,13,506.65
appliances,7,533.58
laptop,9,128.59
other,27,1531.05
shoes,7,730.74
clothing,5,331.51
clothing,1,68.69
phone,3,43.65
other,40,2313.88
laptop,6,92.15
electronics,12,441.53
other,11,679.52
clothing,24,1350.14
electronics,6,223.21
clothing,13,838.08
shoes,6,583.21
electronics,6,219.95
other,38,2182.45
other,23,1279.84
clothing,7,468.85
clothing,27,1610.95
other,22,1311.04
clothing,15,972.56
books,4,176.97
clothing,23,1324.47
shoes,1,102.98
bag,3,205.82
shoes,5,459.82
clothing,16,922.93
other,10,673.28
clothing,17,982.4
clothing,32,1891.47
phone,2,26.69
perfume,1,99.12
car parts,9,616.54
perfume,2,182.43
clothing,35,2042.33
clothing,34,1902.64
clothing,5,339.67
perfume,5,412.61
phone,3,39.97
shoes,4,361.28
other,20,1137.13
shoes,6,575.66
perfume,1,88.11
clothing,11,687.89
other,21,1197.56
bag,4,308.32
clothing,32,1796.21
perfume,2,192.99
clothing,20,1153.63
electronics,4,154.12
clothing,7,456.18
perfume,5,379.37
electronics,3,126.85
books,1,52.16
phone,3,48.52
laptop,6,92.63
shoes,1,97.27
clothing,35,1964.8
clothing,2,134.72
clothing,27,1567.1
other,24,1412.83
shoes,1,103.18
appliances,5,294.91
clothing,10,689.22
other,17,997.8
clothing,6,405.92
other,9,619.93
electronics,7,302.7
clothing,36,2030.3
other,29,1626.96
electronics,11,389.47
clothing,5,327.96
other,39,2239.52
electronics,14,558.11
appliances,1,60.18
clothing,9,606.21
bag,3,261.5
clothing,20,1190.82
shoes,5,469.32
clothing,14,866.13
other,9,606.88
clothing,27,1562.81
other,3,199.43
phone,2,29.02
phone,1,15.79
clothing,19,1101.15
clothing,8,542.84
clothing,24,1438.88
other,30,1746.38
electronics,3,123.74
clothing,31,1859.21
laptop,4,66.02
shoes,3,257.61
shoes,10,843.36
bag,4,340.16
laptop,9,133.98
clothing,6,394.43
other,5,331.99
shoes,10,1027.82
perfume,5,467.05
bag,5,364.61
other,36,2117.44
appliances,15,1008.16
other,31,1842.33
shoes,6,639.48
perfume,2,156.99
electronics,8,358.37
shoes,3,316.66
laptop,10,135.66
clothing,37,2179.16
